raw_csv
parallel,run time in ms,sample size,beta,eta,ar,ap
1,903351,100000,2.35237,1.03344,0.477054,0.731041
0,6499393,100000,2.30958,0.990659,0.440304,0.751474
1,896892,100000,2.32984,0.992798,0.418386,0.739669
0,6316661,100000,2.36543,1.0271,0.411637,0.760825
1,894104,100000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
0,6461773,100000,2.32712,1.02995,0.495997,0.735772
1,888635,100000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
0,6313669,100000,2.31652,1.03222,0.498869,0.741055
1,891035,100000,2.33325,1.03244,0.460531,0.773039
0,6318459,100000,2.38641,1.05526,0.445965,0.774175
1,903841,100000,2.30945,1.02025,0.491662,0.737355
0,6388587,100000,2.35322,1.03072,0.475888,0.743073
1,899893,100000,2.31409,1.00418,0.459099,0.738195
0,6792690,100000,2.38199,1.03878,0.445289,0.743934
1,889262,100000,2.32834,1.03779,0.505176,0.718338
0,6411110,100000,2.30971,1.01571,0.498411,0.725275
1,898709,100000,2.36301,1.03017,0.452803,0.749744
0,6044188,100000,2.39044,1.04576,0.442084,0.733091
1,897817,100000,2.33902,1.02312,0.452294,0.772544
0,6548512,100000,2.32161,1.03653,0.484904,0.75029
1,880189,100000,2.39985,1.04726,0.431204,0.754354
0,6359849,100000,2.37894,1.05748,0.478114,0.738468
1,835650,100000,2.32928,1.02684,0.480224,0.743917
0,6826111,100000,2.31966,1.02385,0.489434,0.726199
1,831628,100000,2.34014,1.04935,0.497939,0.766494
0,6468676,100000,2.32765,1.01313,0.463171,0.754305
1,886600,100000,2.35245,1.01375,0.434296,0.735765
0,6498901,100000,2.3258,0.974027,0.466326,0.685654
1,872561,100000,2.33445,1.03452,0.44377,0.764009
0,6484248,100000,2.31007,1.00248,0.491145,0.719923
1,877097,100000,2.34299,0.995852,0.43141,0.739134
0,6457329,100000,2.33265,1.01219,0.459657,0.755698
1,815877,100000,2.39141,1.0376,0.461927,0.731696
0,6452445,100000,2.36005,1.0458,0.426962,0.784658
1,776826,100000,2.30433,1.01958,0.498128,0.758493
0,6455100,100000,2.26154,0.995852,0.479815,0.760673
1,864430,100000,2.39578,1.04252,0.42446,0.752815
0,6476023,100000,2.34723,1.03654,0.492077,0.731896
1,857316,100000,2.33335,1.037,0.477785,0.755277
0,6482351,100000,2.38232,1.06226,0.463747,0.759245
1,864618,100000,2.40333,1.07501,0.474452,0.757392
0,6494577,100000,2.38771,1.06942,0.458837,0.779608
1,854960,100000,2.32737,1.02702,0.473564,0.737851
0,6433023,100000,2.31959,1.00097,0.45461,0.725165
1,855879,100000,2.3996,1.08254,0.455376,0.795899
0,6475486,100000,2.33278,1.01181,0.443631,0.722914
1,878265,100000,2.30261,1.03238,0.501961,0.748642
0,6374455,100000,2.32722,0.997376,0.482512,0.705212
1,856870,100000,2.33731,1.00661,0.433188,0.759986
0,6407134,100000,2.37303,1.0475,0.471098,0.748974
1,848348,100000,2.31641,1.0086,0.450114,0.744084
0,6327057,100000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,862768,100000,2.3629,1.04267,0.478884,0.750103
0,4675791,100000,2.3522,1.03474,0.460975,0.756766
1,850788,100000,2.36248,1.01966,0.430835,0.754011
0,6470033,100000,2.34459,1.02459,0.450954,0.776082
1,853901,100000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
0,6275055,100000,2.31709,1.03834,0.504973,0.769045
1,870433,100000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
0,4659572,100000,2.32637,1.02514,0.491283,0.745168
1,886798,100000,2.3133,1.02334,0.493936,0.757516
0,6320309,100000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,868353,100000,2.36343,1.06431,0.441158,0.79483
0,6487016,100000,2.38664,1.0385,0.426367,0.753626
1,871208,100000,2.33208,1.02563,0.451954,0.77273
0,6403206,100000,2.33888,1.02399,0.489674,0.713526
1,884555,100000,2.37219,1.06738,0.492644,0.758624
0,6442076,100000,2.34191,1.05781,0.498394,0.775993
1,868490,100000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
0,6279034,100000,2.40995,1.09709,0.466618,0.781464
1,803746,100000,2.32956,1.0325,0.500344,0.747767
0,6391310,100000,2.42478,1.06636,0.438311,0.74937
1,871134,100000,2.34558,1.02567,0.456656,0.744694
0,6414070,100000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,865279,100000,2.32815,1.03061,0.520697,0.699875
0,6394266,100000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,861225,100000,2.38022,1.02394,0.453018,0.744236
0,6457698,100000,2.38547,1.04812,0.446865,0.764833
1,869904,100000,2.33205,1.04269,0.4801,0.760281
0,6800849,100000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,880642,100000,2.32035,1.04416,0.528865,0.753891
0,6442205,100000,2.39516,1.06477,0.468897,0.756618
1,859578,100000,2.33812,0.986727,0.40276,0.728618
0,6441876,100000,2.33352,1.05587,0.502119,0.775389
1,824275,100000,2.38119,1.03519,0.425464,0.760454
0,6420512,100000,2.38895,1.04171,0.44119,0.756934
1,855643,100000,2.32906,1.02321,0.454242,0.769022
0,5944795,100000,2.36853,1.00522,0.43994,0.723108
1,867984,100000,2.36357,1.0545,0.482265,0.762063
0,5963423,100000,2.34061,1.02423,0.458812,0.771775
1,886469,100000,2.41626,1.06714,0.448985,0.754869
0,6377776,100000,2.37431,1.05765,0.466707,0.749563
1,847648,100000,2.33391,1.01701,0.473065,0.74365
0,5936946,100000,2.36099,1.02594,0.429693,0.776828
1,874133,100000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
0,6479536,100000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,870973,100000,2.3232,1.03707,0.494773,0.770976
0,6004994,100000,2.34552,1.03764,0.466807,0.778357
1,853453,100000,2.36588,1.06962,0.493327,0.76852
0,5960529,100000,2.34357,1.02361,0.436078,0.757803
1,870962,100000,2.34642,1.00781,0.483093,0.741795
0,6879899,100000,2.32478,0.999352,0.456547,0.731805
1,881532,100000,2.33979,1.03039,0.489023,0.76578
0,6778766,100000,2.31875,1.04117,0.517166,0.751042
1,874471,100000,2.3598,1.02165,0.417878,0.753309
0,6265367,100000,2.26243,0.975781,0.510141,0.699391
1,886416,100000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
0,6423666,100000,2.3407,1.05742,0.48974,0.757507
1,876499,100000,2.34366,1.02645,0.462744,0.728968
0,4656121,100000,2.36744,1.05509,0.469952,0.766752
1,876197,100000,2.3456,1.02111,0.453923,0.739282
0,7043867,100000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,899048,100000,2.36996,1.02084,0.405245,0.760903
0,6316426,100000,2.34799,1.02823,0.482348,0.741117
1,876535,100000,2.29672,1.01292,0.479588,0.744798
0,6373579,100000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,852814,100000,2.31551,1.03485,0.469431,0.758803
0,6920491,100000,2.31268,1.04065,0.507541,0.766205
1,866834,100000,2.32337,0.988148,0.438347,0.762024
0,6406210,100000,2.41129,1.08026,0.438131,0.777902
1,885680,100000,2.30362,1.01282,0.496581,0.721453
0,6408383,100000,2.33563,1.01358,0.42606,0.744186
1,805333,100000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
0,6400539,100000,2.31738,1.02065,0.457538,0.74803
1,885719,100000,2.39492,1.03116,0.442386,0.721986
0,6835372,100000,2.31528,1.02067,0.4726,0.733855
1,877515,100000,2.33912,1.04934,0.464023,0.79816
0,6397860,100000,2.34839,1.03815,0.487997,0.756075
1,879410,100000,2.33199,1.01781,0.46693,0.732313
0,68291621,1000000,2.33804,1.03201,0.471432,0.752305
1,8550515,1000000,2.36742,1.0399,0.448128,0.752641
0,64037019,1000000,2.35117,1.03502,0.460097,0.754163
1,8769843,1000000,2.34719,1.03208,0.465773,0.748673
0,63236947,1000000,2.35219,1.03434,0.465921,0.750562
1,7882597,1000000,2.33754,1.03234,0.482196,0.751089
0,63006852,1000000,2.3577,1.03918,0.45885,0.756218
1,8029174,1000000,2.36569,1.04649,0.467714,0.749681
0,62743729,1000000,2.34603,1.02777,0.472093,0.744655
1,7778358,1000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
0,63097367,1000000,2.34001,1.02675,0.46548,0.750624
1,8424847,1000000,2.35151,1.03824,0.474671,0.744464
0,64160488,1000000,2.3538,1.03433,0.461002,0.745951
1,7980776,1000000,2.35531,1.03893,0.465244,0.758111
0,67967277,1000000,2.36576,1.03174,0.454536,0.749652
1,8619662,1000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
0,69142183,1000000,2.36191,1.03216,0.458692,0.741067
1,7812563,1000000,2.33144,1.02675,0.480118,0.752421
0,69767823,1000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,8312869,1000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
0,62687042,1000000,2.34831,1.03146,0.464425,0.755071
1,8464302,1000000,2.34092,1.03772,0.469125,0.75659
0,62792330,1000000,2.35919,1.04087,0.466388,0.74915
1,8121278,1000000,2.33623,1.03129,0.464422,0.757562
0,64953951,1000000,2.36968,1.04452,0.456587,0.757065
1,7992561,1000000,2.36941,1.04699,0.469056,0.752069
0,67688273,1000000,2.36485,1.03622,0.454943,0.750103
1,8847081,1000000,2.3596,1.03844,0.469248,0.747537
0,66277631,1000000,2.34827,1.02889,0.460745,0.746697
1,8606468,1000000,2.35541,1.02955,0.457312,0.746988
0,64299033,1000000,2.33831,1.02385,0.467581,0.741406
1,8539160,1000000,2.34777,1.02934,0.46106,0.746842
0,68260641,1000000,2.34759,1.02531,0.458531,0.745776
1,8306290,1000000,2.35556,1.0277,0.455465,0.746466
0,61199484,1000000,2.3518,1.03074,0.466953,0.746678
1,7851052,1000000,2.33856,1.028,0.475472,0.749206
0,62831398,1000000,2.34192,1.02588,0.457166,0.750609
1,7923304,1000000,2.34907,1.0261,0.46154,0.738897
0,66977791,1000000,2.34186,1.02934,0.463851,0.747097
1,7812249,1000000,2.36623,1.04512,0.466271,0.750808
0,69096622,1000000,2.3728,1.04626,0.462509,0.748644
1,7881953,1000000,2.34116,1.03654,0.476845,0.749614
0,32189199,1000000,2.35941,1.03611,0.457791,0.747376
1,7923815,1000000,2.3207,1.01306,0.4775,0.738828
0,68920583,1000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,7818819,1000000,2.35128,1.03306,0.469519,0.744488
0,62033064,1000000,2.34956,1.03995,0.464637,0.755639
1,8019722,1000000,2.36191,1.0356,0.451705,0.755251
0,63178792,1000000,2.34484,1.02306,0.461468,0.748418
1,7998621,1000000,2.34129,1.02591,0.459993,0.752912
0,65194455,1000000,2.34286,1.02375,0.467495,0.737524
1,8604654,1000000,2.34594,1.03201,0.472316,0.743924
0,65783758,1000000,2.36424,1.03619,0.466446,0.742487
1,8612378,1000000,2.3338,1.02849,0.479804,0.74691
0,65186848,1000000,2.36003,1.0382,0.46037,0.754222
1,8555705,1000000,2.33461,1.01826,0.464636,0.738605
0,32150295,1000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,8020737,1000000,2.3746,1.04886,0.460151,0.753211
0,32173106,1000000,2.35547,1.02916,0.469389,0.738911
1,8184288,1000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
0,64736881,1000000,2.35137,1.03502,0.471365,0.743172
1,7571907,1000000,2.37489,1.0423,0.453404,0.750102
0,61857888,1000000,2.35126,1.03545,0.461319,0.752713
1,7655458,1000000,2.34278,1.02831,0.473337,0.7463
0,61860849,1000000,2.35498,1.03359,0.457739,0.748237
1,8061569,1000000,2.36796,1.03863,0.456523,0.756347
0,66637105,1000000,2.33329,1.02571,0.478825,0.747161
1,7994732,1000000,2.36023,1.03004,0.454449,0.747482
0,59894516,1000000,2.36581,1.04109,0.458392,0.754388
1,8379243,1000000,2.34892,1.03654,0.467996,0.753795
0,64846313,1000000,2.35416,1.0329,0.467956,0.735632
1,8473006,1000000,2.33567,1.02205,0.47409,0.742645
0,32337309,1000000,2.34631,1.02943,0.462103,0.75497
1,8477023,1000000,2.35118,1.04327,0.476407,0.760739
0,67088775,1000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,8490722,1000000,2.3464,1.03081,0.467645,0.749409
0,63223801,1000000,2.35347,1.03674,0.467362,0.751529
1,8210310,1000000,2.34338,1.02522,0.460303,0.751453
0,60974982,1000000,2.34964,1.02191,0.457097,0.740336
1,8262353,1000000,2.35558,1.03754,0.461539,0.757434
0,64887986,1000000,2.36009,1.03694,0.462636,0.749089
1,8341159,1000000,2.34959,1.03772,0.471627,0.756857
0,62223659,1000000,2.35877,1.0366,0.469926,0.748161
1,7707641,1000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
0,64804777,1000000,2.35909,1.02978,0.462698,0.741667
1,8214942,1000000,2.35855,1.03555,0.460415,0.742146
0,62804088,1000000,2.34367,1.02006,0.47348,0.730275
1,8290325,1000000,2.36012,1.02748,0.45504,0.743333
0,67289950,1000000,2.36536,1.03849,0.461278,0.748707
1,7698410,1000000,2.35223,1.03709,0.461363,0.74201
0,53789844,1000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,7719326,1000000,2.35479,1.02571,0.463591,0.735462
0,68680343,1000000,2.34245,1.03327,0.476901,0.751079
1,8448334,1000000,2.34159,1.01955,0.467681,0.732926
0,66237350,1000000,2.36544,1.04233,0.461851,0.754251
1,8399207,1000000,2.33372,1.03098,0.485252,0.753508
0,32200007,1000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,8562336,1000000,2.36107,1.03538,0.457479,0.752138
0,67495170,1000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,8309455,1000000,2.34916,1.03039,0.457004,0.754599
0,32135149,1000000,2.36501,1.04646,0.463294,0.754546
1,8366334,1000000,2.33588,1.02762,0.470023,0.750524
0,65232032,1000000,2.34813,1.03347,0.465268,0.74418
1,7668857,1000000,2.34432,1.03042,0.470582,0.750012
0,65062586,1000000,2.34828,1.02721,0.464787,0.742452
1,8105702,1000000,2.35953,1.04192,0.456355,0.751502
0,62896817,1000000,2.34681,1.03004,0.457915,0.752981
1,7535785,1000000,2.36552,1.04425,0.473462,0.744995
0,68180901,1000000,2.35376,1.02948,0.458794,0.745474
1,8079926,1000000,2.34812,1.0343,0.472384,0.748071
0,68386796,1000000,2.34253,1.02146,0.454624,0.742049
1,8069172,1000000,2.35721,1.03734,0.456554,0.756655
0,68570017,1000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,8205401,1000000,2.35716,1.04038,0.47041,0.753059
0,68442520,1000000,2.34993,1.03251,0.469669,0.745598
1,8633622,1000000,2.35515,1.04663,0.461341,0.76385
0,68548644,1000000,2.36801,1.04596,0.47057,0.751052
1,7857708,1000000,2.35305,1.03817,0.467059,0.750896
0,65049811,1000000,2.3476,1.01721,0.455724,0.742039
1,7735989,1000000,2.33207,1.02484,0.464358,0.751296
0,58872597,1000000,2.35455,1.03914,0.463822,0.754185
1,8149354,1000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
0,68390009,1000000,2.35372,1.02526,0.454153,0.747776
1,8707492,1000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
0,64397667,1000000,2.34003,1.02122,0.449427,0.754712
1,8612082,1000000,2.35558,1.02774,0.449725,0.748906
0,59483114,1000000,2.36177,1.04408,0.472473,0.748872
1,8821428,1000000,2.34951,1.03312,0.470172,0.755698
0,64647452,1000000,2.37868,1.04862,0.459273,0.760025
1,8587238,1000000,2.36203,1.04139,0.462951,0.754513
0,64894104,1000000,2.3513,1.02692,0.456742,0.752362
1,8115339,1000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
0,67418390,1000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,8426925,1000000,2.35752,1.03539,0.454004,0.750383
0,68336713,1000000,2.36687,1.04232,0.460346,0.756313
1,8539539,1000000,2.35461,1.03731,0.468685,0.750664
0,59282363,1000000,2.3688,1.04193,0.456444,0.747777
1,8374124,1000000,2.35242,1.03319,0.46944,0.744484
0,59221311,1000000,2.33659,1.03075,0.474192,0.749109
1,8520713,1000000,2.34625,1.0338,0.464428,0.749818
0,64141096,1000000,2.36056,1.04103,0.462252,0.756248
1,8304780,1000000,2.33737,1.03112,0.473112,0.749735
0,64936479,1000000,2.35098,1.03832,0.473878,0.743836
1,8522592,1000000,2.33491,1.0292,0.478865,0.748964
0,68200294,1000000,2.35341,1.03743,0.472406,0.744978
1,8408240,1000000,2.35156,1.03059,0.464183,0.748735
0,64768700,1000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,8393967,1000000,2.36366,1.03624,0.454208,0.752787
0,32119368,1000000,2.35087,1.03782,0.476605,0.745169
1,8204134,1000000,2.35688,1.02888,0.458429,0.739746
0,64758635,1000000,2.35604,1.03159,0.438987,0.762466
1,7654030,1000000,2.33808,1.02783,0.465918,0.745465
0,61174218,1000000,2.34113,1.0263,0.461721,0.748474
1,7947063,1000000,2.34368,1.03163,0.462183,0.753174
0,32141261,1000000,2.34361,1.0313,0.475364,0.748752
1,8221948,1000000,2.37278,1.04136,0.456447,0.75419
0,64382768,1000000,2.35654,1.04444,0.473628,0.758104
1,7965274,1000000,2.37056,1.0453,0.457619,0.755258
0,64837696,1000000,2.34295,1.02778,0.457159,0.748944
1,8139471,1000000,2.34383,1.035,0.4721,0.755406
0,64649488,1000000,2.36373,1.0383,0.461633,0.74612
1,7671976,1000000,2.35596,1.03081,0.458366,0.751775
0,61367288,1000000,2.35064,1.03052,0.456959,0.745419
1,8179853,1000000,2.34086,1.02939,0.470978,0.749643
0,64826752,1000000,2.35769,1.03718,0.463314,0.75543
1,8334906,1000000,2.35128,1.0347,0.470849,0.748939
0,49909137,1000000,2.34812,1.03531,0.479189,0.739796
1,8079927,1000000,2.34235,1.03753,0.458199,0.763372
0,63921879,1000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,7578097,1000000,2.34876,1.02935,0.466801,0.743518
0,64828678,1000000,2.34284,1.03222,0.473949,0.754853
1,8125589,1000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
0,49173439,1000000,2.34817,1.02493,0.458502,0.75157
1,7663067,1000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
0,64011359,1000000,2.35046,1.03047,0.462444,0.745073
1,8067238,1000000,2.33658,1.04378,0.491776,0.751207
0,61680715,1000000,2.35718,1.02833,0.451455,0.748253
1,8103266,1000000,2.3522,1.03118,0.465526,0.74463
0,61485733,1000000,2.35391,1.03145,0.455578,0.755513
1,8017772,1000000,2.35797,1.02875,0.457809,0.751521
0,64170691,1000000,2.34772,1.02264,0.457453,0.741817
1,8128776,1000000,2.35736,1.0406,0.471533,0.751702
0,64467185,1000000,2.34859,1.03051,0.469896,0.754681
1,8093222,1000000,2.36526,1.04171,0.469412,0.751167
0,32148789,1000000,2.37503,1.03745,0.44057,0.749988
1,7616748,1000000,2.35348,1.03724,0.476168,0.735209
0,63876625,1000000,2.34996,1.02416,0.450185,0.742883
1,7422448,1000000,2.34482,1.02251,0.464231,0.742617
0,67722548,1000000,2.34261,1.03343,0.478232,0.752318
1,8122377,1000000,2.35254,1.03719,0.461537,0.754662
0,65046703,1000000,2.34197,1.0247,0.472255,0.745567
1,8082422,1000000,2.34835,1.02859,0.463194,0.744321
0,61364963,1000000,2.35598,1.03742,0.471904,0.748677
1,7740373,1000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
0,64948109,1000000,2.32651,1.02169,0.470343,0.75229
1,7897005,1000000,2.35312,1.03174,0.471165,0.74705
0,32071814,1000000,2.34643,1.02723,0.459723,0.7487
1,7258241,1000000,2.36137,1.03764,0.460117,0.745525
0,64914985,1000000,2.35135,1.03158,0.460183,0.750725
1,7701266,1000000,2.35583,1.03824,0.462091,0.755829
0,320923020,10000000,2.34996,1.03165,0.468166,0.746216
1,80018457,10000000,2.35093,1.03229,0.465625,0.749522
0,678418416,10000000,2.3482,1.03094,0.463896,0.752193
1,80140852,10000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
0,321217429,10000000,2.35199,1.03409,0.462465,0.752917
1,75940880,10000000,2.34991,1.03471,0.464866,0.750741
0,646983766,10000000,2.34898,1.03375,0.462753,0.751167
1,86163834,10000000,2.35115,1.03532,0.467048,0.752697
0,622494090,10000000,2.35538,1.0369,0.463419,0.752669
1,70702783,10000000,2.35038,1.0325,0.463169,0.749731
0,647596642,10000000,2.35363,1.03671,0.465088,0.752517
1,79279041,10000000,2.35339,1.03416,0.464158,0.749139
0,613642378,10000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,79540249,10000000,2.35176,1.03606,0.467238,0.752525
0,648899342,10000000,2.35313,1.03382,0.461799,0.750399
1,76359089,10000000,2.35092,1.03336,0.467908,0.747429
0,649992121,10000000,2.35251,1.03448,0.464629,0.751986
1,77965795,10000000,2.34536,1.02805,0.465341,0.747879
0,651393514,10000000,2.34547,1.03257,0.467976,0.750446
1,78638601,10000000,2.35391,1.03404,0.460121,0.752727
0,612917373,10000000,2.35216,1.03392,0.465342,0.749532
1,72759249,10000000,2.3512,1.03223,0.461961,0.751376
0,640926156,10000000,2.3524,1.03463,0.463663,0.749889
1,72975444,10000000,2.35472,1.03847,0.465991,0.754933
0,648110852,10000000,2.35191,1.03244,0.461508,0.748885
1,78903798,10000000,2.35455,1.03278,0.463666,0.746641
0,621991180,10000000,2.34797,1.03434,0.469234,0.750123
1,75361886,10000000,2.35302,1.03555,0.468497,0.750924
0,620108248,10000000,2.34901,1.03369,0.469332,0.747736
1,77928862,10000000,2.35378,1.03434,0.460624,0.752625
0,650485039,10000000,2.35216,1.0318,0.465353,0.748035
1,73703765,10000000,2.35205,1.03411,0.461535,0.752184
0,630769991,10000000,2.35007,1.0341,0.466166,0.75059
1,80288846,10000000,2.35882,1.03458,0.45917,0.750641
0,644608366,10000000,2.34671,1.03099,0.465871,0.74826
1,77914975,10000000,2.35279,1.03168,0.46218,0.745499
0,636089656,10000000,2.35216,1.03541,0.465017,0.751506
1,75197756,10000000,2.35603,1.03558,0.462241,0.747897
0,650205151,10000000,2.34918,1.03178,0.466201,0.747497
1,80587736,10000000,2.35091,1.03275,0.464837,0.748315
0,647050062,10000000,2.35171,1.03068,0.464525,0.747539
1,80151850,10000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
0,600190944,10000000,2.34954,1.03266,0.463767,0.751443
1,68203496,10000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
0,643548812,10000000,2.35042,1.03157,0.463327,0.750062
1,74953638,10000000,2.34678,1.03039,0.46632,0.74852
0,647058679,10000000,2.34791,1.03179,0.466612,0.749925
1,77773811,10000000,2.3527,1.03628,0.46792,0.749245
0,638748693,10000000,2.3464,1.02937,0.464501,0.748389
1,78732939,10000000,2.34562,1.03059,0.465424,0.751188
0,651750876,10000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,79157837,10000000,2.35362,1.03623,0.46391,0.753438
0,650140513,10000000,2.34929,1.03265,0.465537,0.749252
1,76555289,10000000,2.35011,1.03449,0.466998,0.748719
0,666706908,10000000,2.33687,1.02472,0.465114,0.750335
1,74685339,10000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
0,646962818,10000000,2.35541,1.03381,0.460692,0.748704
1,75884337,10000000,2.3421,1.03046,0.470498,0.748066
0,646129701,10000000,2.34938,1.03347,0.466464,0.750347
1,72800228,10000000,2.34967,1.03106,0.463037,0.750618
0,694736167,10000000,2.35456,1.03363,0.460751,0.749953
1,74770181,10000000,2.35047,1.03046,0.460558,0.748157
0,653411065,10000000,2.35832,1.0348,0.459495,0.750413
1,70758479,10000000,2.35399,1.03577,0.464957,0.751588
0,589685738,10000000,2.35155,1.0322,0.462169,0.752266
1,69888034,10000000,2.3513,1.03096,0.464665,0.74999
0,648020267,10000000,2.35466,1.03511,0.463638,0.750813
1,77842827,10000000,2.34967,1.03253,0.464829,0.748491
0,649045141,10000000,2.34868,1.03187,0.465005,0.749549
1,74743374,10000000,2.35287,1.03372,0.467105,0.748174
0,635562143,10000000,2.35427,1.03567,0.462792,0.752189
1,80367221,10000000,2.35548,1.03349,0.459749,0.751181
0,645607265,10000000,2.35668,1.03326,0.457718,0.749587
1,80384779,10000000,2.3548,1.03408,0.462047,0.748687
0,630276466,10000000,2.34917,1.02942,0.461794,0.748688
1,73081021,10000000,2.35688,1.03773,0.466269,0.751462
0,610408518,10000000,2.35045,1.03271,0.461553,0.750754
1,72588650,10000000,2.34989,1.03191,0.466362,0.747869
0,644461909,10000000,2.34587,1.03008,0.462784,0.750615
1,74560212,10000000,2.35248,1.03389,0.462803,0.750045
0,634817206,10000000,2.35211,1.03253,0.461528,0.747601
1,70246827,10000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
0,604745413,10000000,2.35451,1.03796,0.467357,0.750343
1,77829386,10000000,2.35113,1.03555,0.464469,0.752563
0,618532653,10000000,2.35615,1.03502,0.462125,0.74771
1,75300218,10000000,2.35243,1.03347,0.466649,0.750062
0,627140582,10000000,2.35008,1.03345,0.465499,0.750349
1,72644613,10000000,2.35136,1.03448,0.466322,0.751758
0,645239525,10000000,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
1,76308183,10000000,2.35215,1.03521,0.465717,0.752118
0,664171657,10000000,2.35011,1.03396,0.469612,0.748358
1,70169867,10000000,2.35226,1.03208,0.460976,0.751511
0,652681691,10000000,2.35161,1.0298,0.458799,0.748603
1,73478819,10000000,2.34238,1.02943,0.466363,0.75148
0,638968003,10000000,2.35709,1.03409,0.46488,0.746845
1,78625261,10000000,2.35197,1.03245,0.460703,0.751429
0,620336947,10000000,2.34939,1.03278,0.467284,0.74645
1,59787699,10000000,2.3533,1.03725,0.469022,0.750433
0,640485539,10000000,2.34938,1.03248,0.46506,0.747443
1,74383536,10000000,2.35341,1.03681,0.467657,0.751872
